,s_name,case p_type when 1 then '阅读' when 2 then '艺术' when 3 then '课程' when 4 then '万里行' end,is_use
702,嘉定区紫荆小学,阅读,1
703,嘉定区紫荆小学,艺术,1
704,嘉定区紫荆小学,课程,1
705,上海青浦世界外国语学校,,1
706,嘉定区方泰中学,课程,1
707,上海市杨泰实验学校,课程,1
708,宝山区第三中心小学,课程,1
709,闵行区绿茵幼儿园,课程,1
710,嘉定区华江小学,课程,1
711,杨浦区杨浦小学,课程,1
712,金山区吕巷幼儿园,课程,1
713,华东师范大学附属小学,课程,1
714,杨浦区平凉路第四小学,课程,1
715,长宁区复旦小学,课程,1
716,金山区海丰幼儿园,课程,1
717,嘉定区苏民学校,课程,1
718,徐汇区康健外国语实验小学,阅读,1
719,徐汇区康健外国语实验小学,课程,1
720,常州市实验小学,课程,1
721,常州市武进区星河小学,课程,1
722,杨浦区建设小学,课程,1
723,长宁实验小学,课程,1
724,嘉定区封浜小学,课程,1
725,广州市海珠区第三实验小学,课程,1
726,嘉兴市实验小学,阅读,1
727,闵行区罗阳小学,,1
728,浦东新区新世界实验小学,,1
729,上海市闸北田家炳小学,,1
730,杨浦区杨浦小学,,1
731,杨浦区建设小学,,1
732,杨浦区回民小学,,1
733,普陀区平利路第一小学,,1
734,嘉定区金鹤小学,,1
735,普陀区联建小学,,1
736,嘉定区封浜小学,,1
737,上海交通大学附属实验小学,,1
738,嘉定区安亭小学,,1
739,嘉定区戬浜学校,,1
740,上海市七宝实验小学,,1
741,徐汇区高安路第一小学,,1
742,嘉定区江桥小学,,1
743,杨浦区民星路小学,,1
744,北京市八一学校附属玉泉中学,课程,1
745,北京市八一学校,课程,1
746,小思精英学院,课程,1
747,闵行区康城幼儿园,阅读,0
748,斐泓艺术,阅读,1
749,斐泓艺术,课程,1
750,黄浦区四川南路小学,阅读,1
751,海口市第二十六小学,阅读,1
752,文昌市第一小学,阅读,1
753,琼海市实验小学,阅读,1
754,陵水黎族自治县北斗小学,阅读,1
755,三亚市丹州小学,阅读,0
756,海口市琼山第四小学,阅读,1
757,海口市滨海第九小学,阅读,1
758,海口市海燕小学,阅读,1
759,海口市第十三小学,阅读,1
760,琼海市第一小学,阅读,1
761,黄浦区四川南路小学,,1
762,徐汇区徐汇实验小学,阅读,1
763,小思霍格沃兹,阅读,0
764,小思霍格沃兹,阅读,1
765,小思霍格沃兹,艺术,1
766,小思霍格沃兹,课程,1
767,杨浦区教育局,阅读,1
768,杨浦区教育局,课程,1
769,杨浦区教育局,艺术,1
770,杭州市文新小学,阅读,1
771,杭州市文新小学,课程,1
772,蒙城县祥龙希望学校,课程,1
773,长宁实验小学,,1
774,海口市琼山第五小学,阅读,1
775,海口市琼山第五小学,艺术,1
776,海口市琼山第五小学,课程,1
777,华东理工大学附属小学,艺术,1
778,华东理工大学附属小学,课程,1
779,闵行区康城幼儿园,万里行,1
780,溧阳市戴埠中心幼儿园,阅读,0
781,徐汇区龙山幼儿园,阅读,1
782,浦东新区东港小学,阅读,0
783,文昌市第三小学,阅读,1
784,PCDP-INFANT SCHOOL,阅读,0
785,济南市纬二路小学,阅读,1
786,济南市纬二路小学,艺术,1
787,济南市纬二路小学,课程,1
788,济南市纬二路小学,万里行,1
789,上海师范大学第二附属中学,课程,1
790,宝山区第二中心小学,万里行,1
791,紫卡注册用户学校,阅读,0
792,温岭市松门镇中心小学,阅读,0
793,金山区松隐小学,万里行,1
794,浦东新区第二中心小学,课程,1
795,北京市大兴区亦庄第一中心小学,万里行,1
796,徐汇区龙山幼儿园,课程,1
797,徐汇区龙山幼儿园,艺术,1
798,浦东新区东港小学,万里行,1
799,合肥师范附小,课程,1
800,郑州市二七区永安街小学,阅读,1
801,长宁区北新泾第二小学,课程,1
802,长宁区北新泾第二小学,阅读,1
803,常州市新北区新桥实验小学,万里行,1
804,合肥市西园新村小学,课程,1
805,常州市西新桥实验小学,,1
806,常州市西新桥实验小学,阅读,1
807,常州市西新桥实验小学,课程,1
808,三亚市丹州小学,阅读,1
809,溧阳市戴埠中心幼儿园,万里行,1
810,上海外国语大学尚阳外国语学校,课程,0
811,浦东新区第二中心小学,,1
812,浦东新区新世界实验小学,,1
813,上海市干巷学校,阅读,1
814,长宁区开元小学,万里行,1
815,金山区张堰小学,万里行,1
816,静安区大宁国际幼儿园,阅读,0
817,闵行区莘庄幼儿园,课程,1
818,金山区钱圩小学,万里行,1
819,郑州市二七区祥云路小学,阅读,1
820,新市镇中心小学,阅读,1
821,嘉定区戬浜学校,课程,1
822,长宁区开元小学,阅读,1
823,合肥市乐农新村小学,阅读,1
824,合肥市乐农新村小学,艺术,1
825,合肥市乐农新村小学,课程,1
826,合肥市乐农新村小学,万里行,1
827,杨浦区平凉路第三小学,课程,1
828,静安区威海路第三小学,阅读,0
829,小思名人堂「Hall of fame」,阅读,1
830,上海市教育科学研究院实验小学,阅读,1
831,上海外国语大学尚阳外国语学校,课程,1
832,溧阳市中关村实验小学,阅读,0
833,溧阳市实验幼儿园,阅读,0
834,小思名人堂「Hall of fame」,课程,1
835,小思名人堂「Hall of fame」,艺术,1
836,郑州市金水区南阳路第三小学,阅读,1
837,宝山区通河第四小学,阅读,1
838,上海市干巷学校,艺术,1
839,上海市干巷学校,课程,1
840,上海市干巷学校,万里行,1
841,常熟市塔前小学,阅读,0
842,常熟市徐市中心小学,阅读,0
843,杨浦区六一小学,万里行,1
844,思来氏未来小学,,1
845,溧阳市实验幼儿园,万里行,1
846,溧阳市中关村实验小学,万里行,1
847,郑州市二七区政通路小学,阅读,1
848,奉贤区解放路小学,阅读,1
849,奉贤区解放路小学,课程,1
850,郑州市金水区南阳路第三小学,艺术,1
851,郑州市金水区南阳路第三小学,课程,1
852,普陀区曹杨新村第六小学,艺术,1
853,普陀区曹杨新村第六小学,课程,1
854,常熟市徐市中心小学,万里行,1
855,上海市闸北田家炳小学,课程,1
856,testschool,阅读,0
857,杨浦区水丰路小学分校,课程,1
858,杨浦区水丰路小学分校,阅读,1
859,宝山区红星幼儿园,,1
860,宝山区红星幼儿园,课程,1
861,黄浦区四川南路小学,艺术,1
862,黄浦区四川南路小学,课程,1
863,郑州市二七区祥云路小学,艺术,1
864,郑州市二七区祥云路小学,课程,1
865,金山区枫泾小学,万里行,1
866,常熟市塔前小学,阅读,1
867,常熟市塔前小学,艺术,1
868,常熟市塔前小学,课程,1
869,郑州市二七区政通路小学,艺术,1
870,郑州市二七区政通路小学,课程,1
871,郑州市二七区政通路小学,,0
872,郑州市二七区政通路小学,万里行,1
873,杨浦区平凉路第三小学,,1
874,静安区大宁国际幼儿园,万里行,1
875,新市镇中心小学,艺术,1
876,新市镇中心小学,课程,1
877,静安团委,阅读,0
878,杨浦区水丰路小学,阅读,0
879,杨浦区水丰路小学,阅读,1
880,杨浦区水丰路小学,课程,1
881,杨浦区国和小学,阅读,1
882,杨浦区国和小学,课程,1
883,温岭市松门镇中心小学,万里行,1
884,浦东新区新世界实验小学,,1
885,浦东新区新世界实验小学,课程,1
886,浦东新区新世界实验小学,艺术,1
887,浦东新区新世界实验小学,万里行,1
888,普陀区曹杨实验小学,,1
889,郑州市二七区龙岗实验小学,阅读,1
890,闵行区马桥实验幼儿园,阅读,0
891,郑州市二七区陇西国际城小学,阅读,0
892,包头市北方重工六小,阅读,0
893,包头市北方重工六小,万里行,1
894,上海市民办阳浦小学,课程,1
895,长宁区开元小学,万里行,1
896,常德市武陵区北正街小学,万里行,1
897,杨浦区齐齐哈尔路第一小学,阅读,1
898,杨浦区齐齐哈尔路第一小学,艺术,1
899,杨浦区齐齐哈尔路第一小学,课程,1
900,杨浦区国和二村幼稚园,阅读,0
901,徐汇实验幼儿园,阅读,0
902,徐汇区长桥第一幼儿园,阅读,0
903,徐汇区长桥第二幼儿园,阅读,0
904,徐汇区樱花园幼儿园,阅读,0
905,徐汇区长海幼儿园,阅读,0
906,徐汇区龙华幼儿园,阅读,0
907,徐汇区龙华第二幼儿园,阅读,0
908,杨浦区齐齐哈尔路第一小学,万里行,1
909,宝山区通河第四小学,艺术,1
910,宝山区通河第四小学,课程,1
911,徐汇区龙山幼儿园,万里行,1
912,金山区兴塔小学,万里行,1
913,徐汇区印象幼儿园,阅读,0
914,徐汇区瑞德幼儿园,阅读,0
915,徐汇区乐山幼儿园,阅读,0
916,徐汇区长桥第三幼儿园,阅读,0
917,徐汇区机关建国幼儿园,阅读,0
918,嘉定区留云幼儿园,阅读,0
919,徐汇区星辰幼儿园,阅读,0
920,德州市新湖南路小学,阅读,0
921,徐汇区星辰幼儿园,万里行,1
922,徐汇区长海幼儿园,万里行,1
923,徐汇区樱花园幼儿园,万里行,1
924,陵水黎族自治县北斗小学,艺术,0
925,闵行区马桥实验幼儿园,万里行,1
926,徐汇区印象幼儿园,万里行,1
927,静安区临汾路小学,艺术,1
928,静安区临汾路小学,课程,1
929,上海市金山区教院附小,万里行,1
930,嘉定区城中路小学,课程,1
931,长宁实验幼儿园,阅读,0
932,深圳市福田区东海实验小学,课程,1
933,深圳市福田区东海实验小学,万里行,1
934,徐汇区瑞德幼儿园,万里行,1
935,郑州市二七区陇西国际城小学,万里行,1
936,郑州市二七区龙岗实验小学,艺术,1
937,郑州市二七区龙岗实验小学,课程,1
938,松江区九亭第三小学,课程,1
939,静安区闸北成功教育实验小学,万里行,1
940,长宁实验小学,阅读,1
941,长宁实验小学,万里行,1
942,长宁实验小学,艺术,1
943,上海市闸北田家炳小学,阅读,1
944,崇明区竞存小学,阅读,1
945,崇明区陈家镇小学,阅读,0
946,崇明区庙镇小学,阅读,1
947,崇明区向化小学,阅读,0
948,上海市第一师范附属小学崇明区江帆小学,阅读,0
949,崇明区新村小学,阅读,1
950,徐汇区阳光幼儿园,阅读,0
951,徐汇区科技幼儿园,阅读,0
952,徐汇区康乐第一幼儿园,阅读,0
953,上海市第一师范附属小学崇明区江帆小学,,1
954,奉贤区解放路小学,万里行,1
955,思来氏未来小学,课程,1
956,崇明区新海学校,阅读,1
957,崇明区裕安小学,阅读,0
958,崇明区新民小学,阅读,1
959,崇明区平安小学,阅读,0
960,崇明区西门小学,阅读,0
961,崇明区建设小学,阅读,0
962,崇明区长江小学,阅读,1
963,海盐县天宁小学,阅读,1
964,嘉定区方泰小学,阅读,1
965,崇明区港沿小学,阅读,0
966,徐汇实验幼儿园,课程,0
967,徐汇实验幼儿园,万里行,1
968,徐汇区田林第六幼儿园,万里行,1
969,徐汇区长桥第三幼儿园,万里行,1
970,金山区海棠小学,课程,0
971,金山区海棠小学,课程,1
972,小思荣誉学院,阅读,0
973,闵行区闵行第四幼儿园,阅读,0
974,静安区新闸路幼儿园,阅读,0
975,徐汇区科技逸夫幼儿园,阅读,0
976,徐汇区梅陇幼儿园,阅读,0
977,上海市洛川学校,阅读,0
978,小思霍格沃兹,,1
979,杨浦区建设小学,,1
980,德州市新湖南路小学,万里行,1
981,大连市长海县四块石小学,阅读,0
982,徐汇区盛华幼儿园,阅读,0
983,郑州市二七区大学路第二小学,阅读,0
984,常州市朝阳新村第二小学,阅读,1
985,嘉定区叶城小学,课程,1
986,闵行区君莲幼儿园,阅读,0
987,徐汇区龙华第二幼儿园,万里行,1
988,嘉定区方泰小学,艺术,1
989,嘉定区方泰小学,课程,1
990,嘉定区方泰小学,,1
991,崇明区竞存小学,艺术,1
992,崇明区竞存小学,课程,1
993,小思荣誉学院,课程,1
994,小思荣誉学院,艺术,0
995,徐汇区长桥第二幼儿园,万里行,1
996,小长江们的小学校,阅读,1
997,小长江们的小学校,艺术,1
998,小长江们的小学校,课程,1
999,常州市朝阳新村第二小学,艺术,1
1000,常州市朝阳新村第二小学,课程,1
1001,崇明区庙镇小学,艺术,1
1002,崇明区庙镇小学,课程,1
1003,崇明区新民小学,课程,1
1004,崇明区新民小学,艺术,1
1005,郑州市经开区朝凤路小学,阅读,0
1006,平湖市乍浦小学,阅读,0
1007,徐汇区位育幼儿园,阅读,0
1008,徐汇区汇霖幼儿园,阅读,0
1009,郑州市二七区大学路第二小学,阅读,1
1010,郑州市二七区大学路第二小学,艺术,1
1011,郑州市二七区大学路第二小学,课程,1
1012,嘉定区温宿路幼儿园,阅读,0
1013,徐汇区乐山幼儿园,万里行,1
1014,徐汇区乐山幼儿园,,1
1015,闵行区颛桥镇第一幼儿园,阅读,0
1016,崇明区新村小学,课程,1
1017,崇明区新村小学,艺术,1
1018,崇明区长江小学,课程,1
1019,崇明区长江小学,艺术,1
1020,崇明区新海学校,艺术,1
1021,崇明区新海学校,课程,1
1022,上海市洛川学校,,1
1023,嘉定区绿地小学,课程,0
1024,郑州市郑东新区畅和街小学,课程,0
1025,崇明区裕安小学,艺术,0
1026,崇明区裕安小学,课程,0
1027,普陀区朝春中心小学,课程,0
1028,普陀区华阴小学,课程,0
1029,上海理工大学附属小学,课程,0
1030,上海市民办新世纪小学,课程,0
1031,徐汇区梅陇幼儿园,万里行,0
1032,静安区保德路小学,艺术,0
1033,静安区保德路小学,课程,0
1034,嘉定区安亭小学,课程,0
1035,宝山区虎林路第三小学,阅读,0
1036,宝山区虎林路第三小学,艺术,0
1037,宝山区虎林路第三小学,课程,0
1038,徐汇区长桥第一幼儿园,万里行,0
1039,徐汇区盛华幼儿园,万里行,0
1040,郑州市经开区朝凤路小学,艺术,0
1041,郑州市经开区朝凤路小学,课程,0
1042,崇明区建设小学,艺术,0
1043,崇明区建设小学,课程,0
1044,崇明区港沿小学,艺术,0
1045,崇明区港沿小学,课程,0
1046,上海市第一师范附属小学崇明区江帆小学,艺术,0
1047,上海市第一师范附属小学崇明区江帆小学,课程,0
1048,崇明区陈家镇小学,艺术,0
1049,崇明区陈家镇小学,课程,0
1050,普陀区洵阳路小学,阅读,0
1051,平湖市乍浦小学,艺术,0
1052,平湖市乍浦小学,课程,0
1053,崇明区平安小学,艺术,0
1054,崇明区平安小学,课程,0
1055,上海市光新学校,,0
1056,崇明区绿华小学,阅读,0
1057,崇明区绿华小学,艺术,0
1058,崇明区绿华小学,课程,0
1059,嘉定区南苑中学,阅读,0
1060,郑州市经开区朝凤路小学,万里行,0
1061,徐汇区位育幼儿园,万里行,0
1062,徐汇区乌鲁木齐南路幼儿园,,0
1063,嘉定区真新小学,万里行,0
1064,嘉定区真新小学,,0
1065,徐汇区龙华幼儿园,万里行,0
1066,徐汇区科技逸夫幼儿园,万里行,0
1067,北京第二外国语学院附属中学,阅读,0
1068,嘉定区封浜小学,万里行,0
